timestamp,equity
0.0,100000.0
0.0,100000.0
1.0,100000.0
1.0,100000.0
2.0,100000.0
2.0,100000.0
3.0,100000.0
3.0,100000.0
4.0,100000.0
4.0,100000.0
5.0,100000.0
5.0,100000.0
6.0,100000.0
6.0,100000.0
7.0,100000.0
7.0,100000.0
8.0,100000.0
8.0,100000.0
9.0,100000.0
9.0,100000.0
10.0,100000.0
10.0,100000.0
11.0,100000.0
11.0,100000.0
12.0,100000.0
12.0,100000.0
13.0,100000.0
13.0,100000.0
14.0,100000.0
14.0,100000.0
15.0,100000.0
15.0,100000.0
16.0,100000.0
16.0,100000.0
17.0,100000.0
17.0,100000.0
18.0,100000.0
18.0,100000.0
19.0,100000.0
19.0,100000.0
20.0,100000.0
20.0,100000.0
21.0,100000.0
21.0,100000.0
22.0,100000.0
22.0,100000.0
23.0,100000.0
23.0,100000.0
24.0,100000.0
24.0,100000.0
25.0,100000.0
25.0,100000.0
26.0,99992.894827854
26.0,99992.21935272857
27.0,99992.21935272857
27.0,99992.21935272857
28.0,99992.21935272857
28.0,99992.21935272857
29.0,99992.21935272857
29.0,99992.21935272857
30.0,99992.21935272857
30.0,99992.21935272857
31.0,99984.53815652952
31.0,99985.25119293867
32.0,99985.25119293867
32.0,99985.25119293867
33.0,99985.25119293867
33.0,99985.25119293867
34.0,99985.25119293867
34.0,99977.54047083175
35.0,99976.31962718177
35.0,99985.05199527791
36.0,99977.56787436314
36.0,99970.49286632903
37.0,99965.38378779082
37.0,99965.38378779082
38.0,99965.38378779082
38.0,99965.38378779082
39.0,99965.38378779082
39.0,99965.38378779082
40.0,99965.38378779082
40.0,99965.38378779082
41.0,99965.38378779082
41.0,99965.38378779082
42.0,99965.38378779082
42.0,99965.38378779082
43.0,99965.38378779082
43.0,99965.38378779082
44.0,99965.38378779082
44.0,99965.38378779082
45.0,99965.38378779082
45.0,99965.38378779082
46.0,99965.38378779082
46.0,99965.38378779082
47.0,99965.38378779082
47.0,99965.38378779082
48.0,99965.38378779082
48.0,99959.4164447994
49.0,99957.65340464404
49.0,99959.75069421418
50.0,99959.75069421418
50.0,99959.75069421418
51.0,99959.75069421418
51.0,99959.75069421418
52.0,99959.75069421418
52.0,99959.75069421418
53.0,99959.75069421418
53.0,99959.75069421418
54.0,99959.75069421418
54.0,99954.31144087754
55.0,99953.38016075842
55.0,99958.23422950921
56.0,99953.6267599514
56.0,99953.6267599514
57.0,99953.6267599514
57.0,99953.6267599514
58.0,99953.6267599514
58.0,99953.6267599514
59.0,99953.6267599514
59.0,99953.6267599514
60.0,99953.6267599514
60.0,99953.6267599514
61.0,99953.6267599514
61.0,99953.6267599514
62.0,99953.6267599514
62.0,99949.11960184707
63.0,99950.31580847115
63.0,99953.48314782477
64.0,99952.67062200236
64.0,99951.46908197377
65.0,99951.46908197377
65.0,99951.46908197377
66.0,99951.46908197377
66.0,99951.46908197377
67.0,99951.46908197377
67.0,99951.46908197377
68.0,99951.46908197377
68.0,99951.46908197377
69.0,99951.46908197377
69.0,99951.46908197377
70.0,99951.46908197377
70.0,99951.46908197377
71.0,99951.46908197377
71.0,99951.46908197377
72.0,99951.46908197377
72.0,99951.46908197377
73.0,99951.46908197377
73.0,99951.46908197377
74.0,99945.4951471307
74.0,99954.3647987511
75.0,99955.18670125549
75.0,99949.00658424471
76.0,99943.12133992439
76.0,99943.12133992439
77.0,99943.12133992439
77.0,99943.12133992439
78.0,99943.12133992439
78.0,99943.12133992439
79.0,99935.45602780073
79.0,99934.80783759625
80.0,99934.80783759625
80.0,99934.80783759625
81.0,99934.80783759625
81.0,99934.80783759625
82.0,99934.80783759625
82.0,99926.50193132662
83.0,99925.98366110836
83.0,99938.19129402733
84.0,99929.10378566099
84.0,99920.80395485651
85.0,99920.30219781294
85.0,99937.25566584904
86.0,99938.17106796673
86.0,99920.43417994515
87.0,99920.43417994515
87.0,99920.43417994515
88.0,99920.43417994515
88.0,99920.43417994515
89.0,99920.43417994515
89.0,99920.43417994515
90.0,99920.43417994515
90.0,99920.43417994515
91.0,99920.43417994515
91.0,99920.43417994515
92.0,99920.43417994515
92.0,99920.43417994515
93.0,99920.43417994515
93.0,99920.43417994515
94.0,99920.43417994515
94.0,99920.43417994515
95.0,99920.43417994515
95.0,99920.43417994515
96.0,99920.43417994515
96.0,99920.43417994515
97.0,99920.43417994515
97.0,99920.43417994515
98.0,99920.43417994515
98.0,99920.43417994515
99.0,99920.43417994515
99.0,99920.43417994515
100.0,99920.43417994515
100.0,99920.43417994515
101.0,99920.43417994515
101.0,99920.43417994515
102.0,99920.43417994515
102.0,99920.43417994515
103.0,99920.43417994515
103.0,99920.43417994515
104.0,99920.43417994515
104.0,99920.43417994515
105.0,99920.43417994515
105.0,99920.43417994515
106.0,99920.43417994515
106.0,99920.43417994515
107.0,99920.43417994515
107.0,99920.43417994515
108.0,99920.43417994515
108.0,99920.43417994515
109.0,99920.43417994515
109.0,99920.43417994515
110.0,99920.43417994515
110.0,99920.43417994515
111.0,99920.43417994515
111.0,99920.43417994515
112.0,99920.43417994515
112.0,99920.43417994515
113.0,99915.46810808804
113.0,99920.24047275362
114.0,99920.4328337184
114.0,99921.33684968208
115.0,99921.03530233975
115.0,99913.31371056713
116.0,99913.31371056713
116.0,99913.31371056713
117.0,99907.3589131528
117.0,99912.9650979211
118.0,99914.10792073562
118.0,99903.67665671559
119.0,99903.67665671559
119.0,99903.67665671559
120.0,99903.67665671559
120.0,99903.67665671559
121.0,99903.67665671559
121.0,99903.67665671559
122.0,99903.67665671559
122.0,99903.67665671559
123.0,99903.67665671559
123.0,99898.69411689401
124.0,99899.2809739878
124.0,99906.19245476357
125.0,99908.38291038938
125.0,99904.6527671204
126.0,99898.68120441877
126.0,99894.56115662275
127.0,99893.99485889313
127.0,99895.73543614196
128.0,99895.83508750705
128.0,99896.03925708384
129.0,99895.53578142973
129.0,99896.35721973616
130.0,99894.8065563051
130.0,99894.66814687457
131.0,99894.66814687457
131.0,99894.66814687457
132.0,99894.66814687457
132.0,99894.66814687457
133.0,99894.66814687457
133.0,99894.66814687457
134.0,99894.66814687457
134.0,99894.66814687457
135.0,99894.66814687457
135.0,99894.66814687457
136.0,99894.66814687457
136.0,99894.66814687457
137.0,99894.66814687457
137.0,99894.66814687457
138.0,99894.66814687457
138.0,99894.66814687457
139.0,99894.66814687457
139.0,99894.66814687457
140.0,99894.66814687457
140.0,99894.66814687457
141.0,99889.22963457723
141.0,99889.51170413509
142.0,99889.51170413509
142.0,99889.51170413509
143.0,99889.51170413509
143.0,99889.51170413509
144.0,99889.51170413509
144.0,99889.51170413509
145.0,99889.51170413509
145.0,99889.51170413509
146.0,99889.51170413509
146.0,99889.51170413509
147.0,99889.51170413509
147.0,99889.51170413509
148.0,99882.48472478226
148.0,99879.12658094428
149.0,99879.12658094428
149.0,99879.12658094428
150.0,99879.12658094428
150.0,99879.12658094428
151.0,99879.12658094428
151.0,99870.19508270443
152.0,99869.51505798286
152.0,99874.02591852259
153.0,99874.25817221975
153.0,99868.71572300595
