timestamp,equity
154.0,99868.71572300595
154.0,99868.71572300595
155.0,99868.71572300595
155.0,99868.71572300595
156.0,99864.20379315455
156.0,99865.40332355414
157.0,99865.40332355414
157.0,99865.40332355414
158.0,99865.40332355414
158.0,99865.40332355414
159.0,99865.40332355414
159.0,99865.40332355414
160.0,99865.40332355414
160.0,99865.40332355414
161.0,99865.40332355414
161.0,99860.43034563719
162.0,99861.58894121619
162.0,99858.62494727694
163.0,99858.62494727694
163.0,99858.62494727694
164.0,99858.62494727694
164.0,99858.62494727694
165.0,99858.62494727694
165.0,99858.62494727694
166.0,99858.62494727694
166.0,99858.62494727694
167.0,99858.62494727694
167.0,99858.62494727694
168.0,99858.62494727694
168.0,99858.62494727694
169.0,99858.62494727694
169.0,99858.62494727694
170.0,99858.62494727694
170.0,99858.62494727694
171.0,99858.62494727694
171.0,99858.62494727694
172.0,99858.62494727694
172.0,99852.65854073376
173.0,99852.99969270857
173.0,99853.70771911037
174.0,99853.98440990971
174.0,99849.78012071694
175.0,99850.60730396597
175.0,99857.50773171683
176.0,99857.52073360872
176.0,99852.57247475316
177.0,99848.04977648615
177.0,99848.04977648615
178.0,99848.04977648615
178.0,99841.52353812224
179.0,99837.7105450634
179.0,99837.7105450634
180.0,99837.7105450634
180.0,99837.7105450634
181.0,99837.7105450634
181.0,99837.7105450634
182.0,99837.7105450634
182.0,99833.17254551574
183.0,99832.69007310049
183.0,99832.84849862878
184.0,99832.84849862878
184.0,99832.84849862878
185.0,99832.84849862878
185.0,99832.84849862878
186.0,99832.84849862878
186.0,99832.84849862878
187.0,99832.84849862878
187.0,99828.28907752565
188.0,99827.44228380758
188.0,99831.18830530258
189.0,99829.67345807789
189.0,99836.06576906756
190.0,99831.08011702767
190.0,99831.08011702767
191.0,99826.96061994077
191.0,99827.30657545089
192.0,99827.30657545089
192.0,99827.30657545089
193.0,99827.30657545089
193.0,99827.30657545089
194.0,99827.30657545089
194.0,99827.30657545089
195.0,99827.30657545089
195.0,99827.30657545089
196.0,99827.30657545089
196.0,99823.5810527105
197.0,99823.42732760456
197.0,99829.79192907
198.0,99829.73372035155
198.0,99823.1535953278
199.0,99823.1535953278
199.0,99823.1535953278
